shock_type,gamma,bin_id,x_left,x_right,max_share_mid,n,k,pivot_rate,ci_lo,ci_hi
overall,2.0,3,0.3770563532014113,0.3935857571425827,0.385321055171997,6540,2680,0.40978593272171254,0.3979229818076792,0.42175480501405554
overall,2.0,4,0.3935857571425827,0.4081124781324397,0.4008491176375112,6796,2646,0.38934667451442023,0.37781931793780343,0.400999059243218
overall,2.0,5,0.4081124781324397,0.4216009596824666,0.4148567189074531,6576,2431,0.36967761557177614,0.3580896222815192,0.3814177847052994
overall,2.0,6,0.4216009596824666,0.4344423441987721,0.42802165194061936,6676,2288,0.3427201917315758,0.3314283002260418,0.3541929875601835
overall,2.0,7,0.4344423441987721,0.44675247968030873,0.4405974119395404,6706,2383,0.355353414852371,0.3439836747801809,0.36688878456371765
overall,2.0,8,0.44675247968030873,0.45877259595325726,0.452762537816783,6756,2332,0.34517465956187093,0.3339286494833054,0.35659664329870283
overall,2.0,9,0.45877259595325726,0.4708111286199345,0.46479186228659586,6702,2322,0.34646374216651743,0.33516216082610883,0.3579412372619104
overall,2.0,10,0.4708111286199345,0.4828483954709849,0.4768297620454597,6622,2248,0.33947447900936273,0.32816509481499495,0.350970005547199
overall,2.0,11,0.4828483954709849,0.4950307653086553,0.4889395803898201,6544,2177,0.3326711491442543,0.3213563005665561,0.3441823404414976
overall,2.0,12,0.4950307653086553,0.5074266435783471,0.5012287044435012,6734,2422,0.3596673596673597,0.3482880310609609,0.3712067104004591
overall,2.0,13,0.5074266435783471,0.520074866132104,0.5137507548552256,6554,2242,0.3420811718034788,0.3306910754479139,0.35365628664756577
overall,2.0,14,0.520074866132104,0.5331033970365602,0.5265891315843321,6648,1990,0.299338146811071,0.28844765483615054,0.3104604129687112
overall,2.0,15,0.5331033970365602,0.546589287763298,0.5398463423999291,6670,1800,0.2698650674662669,0.2593468754685657,0.2806482002311631
overall,2.0,16,0.546589287763298,0.5606231095765379,0.5536061986699179,6944,1671,0.24063940092165897,0.23073010685213252,0.2508355062729566
overall,2.0,17,0.5606231095765379,0.5752977840870855,0.5679604468318118,6738,1433,0.21267438409023448,0.20306882595365913,0.2226073869078237
overall,2.0,18,0.5752977840870855,0.5908210634148128,0.5830594237509492,6698,1293,0.19304269931322782,0.183767467656675,0.2026698363822626
overall,2.0,19,0.5908210634148128,0.6071633163996064,0.5989921899072096,6720,1092,0.1625,0.15387279368625448,0.17151286084790354
overall,2.0,20,0.6071633163996064,0.6248862060302598,0.6160247612149331,6514,868,0.13325145839729813,0.12521416547121839,0.1417210727217441
overall,2.0,21,0.6248862060302598,0.6444423678633692,0.6346642869468144,6598,717,0.10866929372537132,0.10138603777568324,0.11640797897261314
overall,2.0,22,0.6444423678633692,0.6662605712560713,0.6553514695597202,6542,542,0.08284928156527056,0.07641173997358304,0.08977645498671054
overall,2.0,23,0.6662605712560713,0.6910809904866043,0.6786707808713378,6862,417,0.060769454969396675,0.05535870889077131,0.06667172070725495
overall,2.0,24,0.6910809904866043,0.7198412132871507,0.7054611018868775,6606,282,0.04268846503178928,0.03807349279252417,0.04783501067297491
overall,2.0,25,0.7198412132871507,0.7544648125596409,0.7371530129233959,6720,144,0.02142857142857143,0.01822990781475631,0.02517408909082219
overall,2.0,26,0.7544648125596409,0.7966198845044038,0.7755423485320223,6830,69,0.010102489019033675,0.00799093438687221,0.012764829106387567
overall,2.0,27,0.7966198845044038,0.8450786863315518,0.8208492854179779,6550,7,0.001068702290076336,0.000517775652689043,0.002204536098025225
overall,2.0,28,0.8450786863315518,0.8972190539995119,0.8711488701655319,6644,0,0.0,0.0,0.0005778717711926228
overall,2.0,29,0.8972190539995119,0.9960197461975304,0.9466194000985211,6686,0,0.0,5.421010862427522e-20,0.0005742437907647919
reallocate_total_fixed,-0.5,0,0.16794657833855373,0.32945371423311787,0.2487001462858358,3296,712,0.21601941747572814,0.20230478909860214,0.23039525323070234
reallocate_total_fixed,-0.5,1,0.32945371423311787,0.3571411768295644,0.3432974455313411,3271,646,0.19749312136961175,0.18420817148267055,0.2114877913388596
reallocate_total_fixed,-0.5,2,0.3571411768295644,0.3770563532014113,0.3670987650154879,3345,668,0.19970104633781763,0.18650095122121635,0.21359011310383258
reallocate_total_fixed,-0.5,3,0.3770563532014113,0.3935857571425827,0.385321055171997,3270,676,0.20672782874617737,0.19319573326226513,0.22094818866725036
reallocate_total_fixed,-0.5,4,0.3935857571425827,0.4081124781324397,0.4008491176375112,3398,747,0.2198351971748087,0.2062311373868113,0.2340720207614105
reallocate_total_fixed,-0.5,5,0.4081124781324397,0.4216009596824666,0.4148567189074531,3288,711,0.21624087591240876,0.2025045166763545,0.23063953253913638
reallocate_total_fixed,-0.5,6,0.4216009596824666,0.4344423441987721,0.42802165194061936,3338,770,0.23067705212702216,0.2167002880997271,0.2452730142854009
reallocate_total_fixed,-0.5,7,0.4344423441987721,0.44675247968030873,0.4405974119395404,3353,782,0.23322397852669252,0.2192202431755533,0.24783831567929407
reallocate_total_fixed,-0.5,8,0.44675247968030873,0.45877259595325726,0.452762537816783,3378,769,0.2276494967436353,0.21382295429509895,0.24209479182287424
reallocate_total_fixed,-0.5,9,0.45877259595325726,0.4708111286199345,0.46479186228659586,3351,809,0.24142047150104445,0.22723223796192538,0.25620089938798696
reallocate_total_fixed,-0.5,10,0.4708111286199345,0.4828483954709849,0.4768297620454597,3311,778,0.2349743279975838,0.22084465998212854,0.249718277323835
reallocate_total_fixed,-0.5,11,0.4828483954709849,0.4950307653086553,0.4889395803898201,3272,823,0.2515281173594132,0.23695812209838676,0.2666808816922728
reallocate_total_fixed,-0.5,12,0.4950307653086553,0.5074266435783471,0.5012287044435012,3367,603,0.17909117909117908,0.16650765111162938,0.1924061584248377
reallocate_total_fixed,-0.5,13,0.5074266435783471,0.520074866132104,0.5137507548552256,3277,382,0.11657003356728715,0.10602879764204468,0.1280092004130885
reallocate_total_fixed,-0.5,14,0.520074866132104,0.5331033970365602,0.5265891315843321,3324,358,0.10770156438026474,0.09761196870222012,0.11869688445954095
reallocate_total_fixed,-0.5,15,0.5331033970365602,0.546589287763298,0.5398463423999291,3335,337,0.10104947526236882,0.09127485271418331,0.11174214575618441
reallocate_total_fixed,-0.5,16,0.546589287763298,0.5606231095765379,0.5536061986699179,3472,373,0.10743087557603687,0.09756096554028418,0.11816854296205959
reallocate_total_fixed,-0.5,17,0.5606231095765379,0.5752977840870855,0.5679604468318118,3369,349,0.10359157019887207,0.09374890008161565,0.11433724306842141
reallocate_total_fixed,-0.5,18,0.5752977840870855,0.5908210634148128,0.5830594237509492,3349,355,0.106001791579576,0.09602328826813242,0.11688316099568011
reallocate_total_fixed,-0.5,19,0.5908210634148128,0.6071633163996064,0.5989921899072096,3360,342,0.10178571428571428,0.09201223448342032,0.11246873751002907
reallocate_total_fixed,-0.5,20,0.6071633163996064,0.6248862060302598,0.6160247612149331,3257,335,0.10285538839422782,0.09288633416088225,0.11376019537308839
reallocate_total_fixed,-0.5,21,0.6248862060302598,0.6444423678633692,0.6346642869468144,3299,302,0.09154289178538952,0.08217145495326789,0.10186449760346389
reallocate_total_fixed,-0.5,22,0.6444423678633692,0.6662605712560713,0.6553514695597202,3271,312,0.09538367471721186,0.08578638037131406,0.10593025105293563
reallocate_total_fixed,-0.5,23,0.6662605712560713,0.6910809904866043,0.6786707808713378,3431,288,0.08394054211600116,0.07512056040832131,0.0936911833413759
reallocate_total_fixed,-0.5,24,0.6910809904866043,0.7198412132871507,0.7054611018868775,3303,365,0.11050560096881623,0.1002625562601157,0.1216536068848018
reallocate_total_fixed,-0.5,25,0.7198412132871507,0.7544648125596409,0.7371530129233959,3360,289,0.08601190476190476,0.07699771415377263,0.09597166704420054
reallocate_total_fixed,-0.5,26,0.7544648125596409,0.7966198845044038,0.7755423485320223,3415,277,0.08111273792093704,0.07241982779506385,0.09074701795760277
reallocate_total_fixed,-0.5,27,0.7966198845044038,0.8450786863315518,0.8208492854179779,3275,282,0.08610687022900763,0.07697754696070416,0.0962060554432668
reallocate_total_fixed,-0.5,28,0.8450786863315518,0.8972190539995119,0.8711488701655319,3322,290,0.08729680915111379,0.07816834878772069,0.09737867666292013
reallocate_total_fixed,-0.5,29,0.8972190539995119,0.9960197461975304,0.9466194000985211,3343,237,0.07089440622195632,0.0626778582518129,0.0800960334077147
reallocate_total_fixed,0.5,0,0.16794657833855373,0.32945371423311787,0.2487001462858358,3296,802,0.2433252427184466,0.22898044708804746,0.2582676680942086
reallocate_total_fixed,0.5,1,0.32945371423311787,0.3571411768295644,0.3432974455313411,3271,755,0.2308162641394069,0.21669715624725905,0.24556691173086853
reallocate_total_fixed,0.5,2,0.3571411768295644,0.3770563532014113,0.3670987650154879,3345,761,0.22750373692077727,0.2136141020670832,0.2420185561034316
reallocate_total_fixed,0.5,3,0.3770563532014113,0.3935857571425827,0.385321055171997,3270,781,0.23883792048929664,0.22453562492733192,0.253753123068295
reallocate_total_fixed,0.5,4,0.3935857571425827,0.4081124781324397,0.4008491176375112,3398,757,0.2227781047675103,0.2091044199598945,0.23707790669517373
reallocate_total_fixed,0.5,5,0.4081124781324397,0.4216009596824666,0.4148567189074531,3288,674,0.20498783454987834,0.19153707990167765,0.21912715132986163
reallocate_total_fixed,0.5,6,0.4216009596824666,0.4344423441987721,0.42802165194061936,3338,670,0.20071899340922708,0.1874784435590296,0.21464761771209706
reallocate_total_fixed,0.5,7,0.4344423441987721,0.44675247968030873,0.4405974119395404,3353,677,0.20190873844318522,0.18866575793695017,0.21583399564093686
reallocate_total_fixed,0.5,8,0.44675247968030873,0.45877259595325726,0.452762537816783,3378,632,0.18709295441089402,0.17429956392013735,0.20059723786975137
reallocate_total_fixed,0.5,9,0.45877259595325726,0.4708111286199345,0.46479186228659586,3351,641,0.1912861832288869,0.1783255699013223,0.20495380758106013
reallocate_total_fixed,0.5,10,0.4708111286199345,0.4828483954709849,0.4768297620454597,3311,620,0.18725460585925702,0.17433148928235528,0.20090260938468205
reallocate_total_fixed,0.5,11,0.4828483954709849,0.4950307653086553,0.4889395803898201,3272,588,0.17970660146699266,0.16692880046036476,0.19323562263017782
reallocate_total_fixed,0.5,12,0.4950307653086553,0.5074266435783471,0.5012287044435012,3367,717,0.21294921294921296,0.19945189999844937,0.22710080422829332
reallocate_total_fixed,0.5,13,0.5074266435783471,0.520074866132104,0.5137507548552256,3277,585,0.17851693622215442,0.16578400422330783,0.19200272952208244
reallocate_total_fixed,0.5,14,0.520074866132104,0.5331033970365602,0.5265891315843321,3324,395,0.11883273164861613,0.10826953181022309,0.13027595665292974
reallocate_total_fixed,0.5,15,0.5331033970365602,0.546589287763298,0.5398463423999291,3335,295,0.08845577211394302,0.079285794701812,0.09857277756468906
reallocate_total_fixed,0.5,16,0.546589287763298,0.5606231095765379,0.5536061986699179,3472,219,0.06307603686635944,0.055462679793735495,0.07165519577343653
reallocate_total_fixed,0.5,17,0.5606231095765379,0.5752977840870855,0.5679604468318118,3369,124,0.03680617393885426,0.030957469045935493,0.04371001607995956
reallocate_total_fixed,0.5,18,0.5752977840870855,0.5908210634148128,0.5830594237509492,3349,87,0.02597790385189609,0.021109319376879834,0.031932733072004116
